file	child	age	role	person	token	chuj_full	spanish
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yab'ixb'i	hatota b'i'an tzin yab'ixb'i ix hab'i xin chi t'ay ix.	hasta allí sí me voy a embarazar escuchaste le dige a ella.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hab'i	hatota b'i'an tzin yab'ixb'i ix hab'i xin chi t'ay ix.	hasta allí sí me voy a embarazar escuchaste le dige a ella.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	slolon	¿slolon winh?	¿habla él?
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sk'e'ul	sk'e'ul heb' ixtik ni'i.	aquí bienen ellas mirá.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yutej	weno tajnanhek an wach' tze yutej ini he k'a'eltik.	bueno jueguen pues hechen las ganas aquí están sus cosas.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hala	hala ho.	no puede ser.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yune	tob'an ay k'en yune nhej.	que hay pequeños.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yomu	yomu'.	tiralo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yumu	yum nene' yumu'.	nene tirá, tiralo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yumu	yumu'.	tiralo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yumu	yumu'.	tiralo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yet-	tajananh yet- winh.	juega con él.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hatowal	hatowal sb'otik.	hacaba de terminar.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sb'otik	hatowal sb'otik.	hacaba de terminar.
CF110711_1.txt	Francisco	1;7.6	child	1PL	konh	konh, konhach.	vamos, vamos.
CF110711_1.txt	Francisco	1;7.6	child	1PL	konhach	konh, konhach.	vamos, vamos.
CF110711_1.txt	Francisco	1;7.6	adult	1PL	konh	konh, konh nene' ni'i.	vamos, vamos nene mirá.
CF110711_1.txt	Francisco	1;7.6	adult	1PL	konh	konh, konh nene' ni'i.	vamos, vamos nene mirá.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	slolon	slolon winh.	habla él.
CF110711_1.txt	Francisco	1;7.6	adult	1PL	kotanh	kotanh yet' ix Axul.	vení con ella Angelina.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stanwaj	stanwaj jun unintik	este niño merece algo.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hawal	hawal tato ha tik b'i'an toton he k'ehub.	cómo les gustan si es esto.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yama	ha nok' chi' tzin chek ha yama'.	te estoy diciendo que toques eso.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hanok	hanok tz'i' howtik ol elta yechel ni'i.	al perro loco le van a sacar la foto mira.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yechel	hanok tz'i' howtik ol elta yechel ni'i.	al perro loco le van a sacar la foto mira.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yama'ikut	yama'ikut t'ay winh.	agarralo traelo con él.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hak'ani	tek' hak'ani.	patea hazlo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yamin	yamin.	agarrame.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	skala	initon skala ni'i.	esto es lo que hablamos mirá.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stek	munil ol stek' winh ma elanh t'ay nok'.	él va ha patear solo, dejalo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yowal	yowal heb' ix yalib' ix Mailin.	estan enojadas las nueras de Marta.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yalib	yowal heb' ix yalib' ix Mailin.	estan enojadas las nueras de Marta.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	schumam	ay schumam ya cab' wiko'.	dajala ella tengo dos.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yiko	ay he yiko', manhe yixtej ak'ek' tajnel yet' winh.	tienen a sus propios no lo toquen , jueguen con él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yixtej	ay he yiko', manhe yixtej ak'ek' tajnel yet' winh.	tienen a sus propios no lo toquen , jueguen con él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	swol	tajnanh yet' winh Axul ak'b'at swol winh.	dase la pelota a él Angelina, juega con él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	swol	b'at ak'b'at jun swol winhtik.	ve ha dar la pelota de él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yama	ha t'ayin manha yama'.	es amí no lo toques
CF110711_1.txt	Francisco	1;7.6	adult	3SG	snib'ej	ay que ol snib'ej k'e icham.	ho, él lo va ha gustar.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yak'an	yak'an janik' ix ni'i ipan juntzanh heb' b'aj ay jun...	mire cómo ella actua juntos con los que tienen...
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yamkan	yamkan juntik.	agarrala este.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stek	chi ol stek' winh.	ya va ha patear él.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hata	hata ma'ay.	allí no.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yib'anh	ol kak'i k'en yib'anh winh.	vamos ha ponerlo ensima de él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yajkan	yajkan xekan sjolom winh t'ay chi'.	está despeinado su cabello él desde allí.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sjolom	yajkan xekan sjolom winh t'ay chi'.	está despeinado su cabello él desde allí.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yama	yo yama'.	ho agarralo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	syab	syab' hok.	cansa tus pies.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sjakwi	chi sjakwi k'e'en schumam winh.	dajalo ya va abrir.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	schumam	chi sjakwi k'e'en schumam winh.	dajalo ya va abrir.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hanhej	¿tas hanhej juntik tz'och t'ay iz Ana Xapin?	¿por qué solo este entra con Ana?
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yet'ok	wan sab'at ix he yet'ok.	ella se está yendo con ustedes,
CF110711_1.txt	Francisco	1;7.6	adult	1PL	konhach	konhach.	vamos.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stzewaj	ni'i stzewaj winh slolon winh ha tzak'im winh.	él ya está riendo y hablando hay que bajarlo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	slolon	ni'i stzewaj winh slolon winh ha tzak'im winh.	él ya está riendo y hablando hay que bajarlo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	schikin	yam schikin chi' ol wak' junok st'ob'.	agarrale la oreja voy ha dar una patada.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	st'ob	yam schikin chi' ol wak' junok st'ob'.	agarrale la oreja voy ha dar una patada.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	spatik	spatik lum tzahik' k'elan.	voltealo para tras.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yak'im	may kikchi' ix he yak'im Malin.	Maria no apuntaron lo nuestro.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hab'i	ix hab'i.	escuchaste.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yelk'olal	yelk'olal.	apurate.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stak'laj	max stak'laj winh.	no quiere él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	skal	tek'b'at skal heb'.	patealo entre ellos.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hato	weno hip tza tek' han hato t'ay chi'.	bueno patealo duro pus hasta allí.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hach'an	chek'e linhan winh hach'an.	dile que se pone de pie.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yixta	yixta' winh yama'.	juguete de él agarralo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yama	yixta' winh yama'.	juguete de él agarralo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stajni	chi stajni ixchi yet' winh b'ela, yak' hok'ab' winh sch'okojil	
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sch'okojil	chi stajni ixchi yet' winh b'ela, yak' hok'ab' winh sch'okojil	
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yak'an	yak'an winh chi' ni'i.	allí está mirá.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hat'a	hat'a jun berta chi tza latuch jun gol chi nu ol elixta	
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yojtak	munil ol tajnok winh yet' ix yojtak ix.	va ha jugar él solo con ella, ella sabe.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yoch	k'e'ah linhan in wal yoch mik t'ayach.	estás ensuciando mucho parate.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sk'apak	sk'apak ix nene'.	ropa de la nena.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sjak'al	lak'an chixo sjak'al swaj janik' winh.	está durmiendo él sabrosamente.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	swaj	lak'an chixo sjak'al swaj janik' winh.	está durmiendo él sabrosamente.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	skoti	jun ysaltat winh skoti.	que pereza tiene él para venir.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hatik	hatik tzach kot k'elan yet' winh.	hay que ver con él aquí.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hatunta	hatunta' tzach koti.	allí hay que estar.
CF110711_1.txt	Francisco	1;7.6	adult	1PL	koti	hatunta' tzach koti.	allí hay que estar.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	swol	ik'kut swol winh chi'.	trae la bola de él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stenem	ix stenem sjolom winh.	él gopio su cabeza.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sjolom	ix stenem sjolom winh.	él gopio su cabeza.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yisal	jantak xumlaj yisal yat jun winh anima tik.	que pereza tendrá este hombre
CF110711_1.txt	Francisco	1;7.6	adult	1PL	kotanh	kotanh t'ay tik ke.	vení aquí vos.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sb'at	sb'at winh mamin schumam winh kanokab' winh.	está yendo el papá que se quede él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	schumam	sb'at winh mamin schumam winh kanokab' winh.	está yendo el papá que se quede él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	schumam	b'atokin schumam winh.	me voy si no quiere él.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hach	ix hach cham ke.	muriste vos.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	syab	ni syab' winh kalani ni'i.	mirá el actua lo que decimos.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yak'an	hi yak'an kalxi winh.	ya esta haciendo el adios.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yet'nak	ilnab'i ni'i, ni tas lochaj yet'nak ix nunin.	mira abuela lleva algo para comer.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	slochaji	hi ilnab' wal slochaji ni'i.	tengo algo de comer mirá.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sk'a'elal	ayto sk'a'elal.	hay pudridos.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	slochaji	slochaji, slochaji.	se come, se come.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	slochaji	slochaji, slochaji.	se come, se come.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	slochaji	slochaji.	come.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hatunta	ek'anh t'ay chi hatunta tzawtej b'at winh.	llamale a él allá.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yak'xi	ol yak'xi t'ay chi ni Axulin.	se va hacer allá morá Angelina.
CF110711_1.txt	Francisco	1;7.6	adult	1PL	kotanh	kotanh b'aj ay ix.	vení donde ella está .
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stzewaj	tonhej stzewaj winh.	él solo rie.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yik'an	b'elb'un yik'an ix Axul ni.	Angelina está llevando todo mirá.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	slolon	yet' jun ixtik manhxo jab'ok slolon ix.	la otra ya ni está hablando.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hana	hana' wal schuka hok heb'.	mientras que son muy malos.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	schuka	hana' wal schuka hok heb'.	mientras que son muy malos.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	schumam	schumam winh ayto junxo anh wiko.	no quiere él tengo otro.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	schumam	schumam heb'.	no queren ellos
CF110711_1.txt	Francisco	1;7.6	adult	3SG	swach'il	may jab'o swach'il...	no sirve para nada.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stz'ey	ixik t'ay stz'ey ni'i, ixik t'ay chi yet' winh.	vayese al lado mirá, vaya alla con él.
CF110711_1.txt	Francisco	1;7.6	adult	1PL	kotanh	kotanh yet' winh t'ay chi'.	pasate con él allá.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	syal	may wal jab'o tas syal winh.	él no dice nada.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yuji	may yuji laj yuj winhtik.	él no va ha poder.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yamkut	yamkut nok' kaxlanh chi nene'.	nene agarrale al pollito.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yamkut	yamkut jun kaxlanh chi' yamkuti.	agarrale esa gallina, agarrala.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yamkuti	yamkut jun kaxlanh chi' yamkuti.	agarrale esa gallina, agarrala.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hawal	hawal jun ixtik elanh koti.	esta mujer, salite.
CF110711_1.txt	Francisco	1;7.6	adult	1PL	koti	hawal jun ixtik elanh koti.	esta mujer, salite.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sturan	wan ahmlaj sturan b'at juntzanh sk'enal chi' winh tas yaj.	él estará tragando la semilla.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sk'enal	wan ahmlaj sturan b'at juntzanh sk'enal chi' winh tas yaj.	él estará tragando la semilla.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yamkut	yamkut nok' kaxlanh chi', pechelata nok'.	agarrale la gallina, retiralo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yamkut	yamkut nok' an xa chi.	agarrele pues decile.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yamkut	yamkut nok' ini nok' chi' ni'i.	allí está agarrale.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	haxo	haxo wal jun ixtik.	otra ves esta mujer.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	schonhil	k'unxo nok´ni'i ix schonhil nok' ix Clara.	ya está sube,Clara llo vendió.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sbích´bát	ha ju nahile sbích´bát ix Axul.	esa Angelina ese nailo empieza a tocar.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stak'laj	max stak'laj, ikut winh.	no quiere él tremelo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stzab	ijan stzab' winh.	él quiere chillar.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	swayanh	ha swayanh winh wan skoti.	él ya tiene sueño.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	skoti	ha swayanh winh wan skoti.	él ya tiene sueño.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sk'unb'i	sk'unb'i winh.	se cansa él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sjawi	tekanto ichatik lewan sjawi.	creo que es esí se ve amplio.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sk'e	tonhej sk'e kich'an winh janik'.	solo se queda él agachado.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hala	hala telan.	si pues.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hak'b'at	chuklaj anh, manh hak'b'at anh t'ay winh.	están mal, no lo das con él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sk'uxb'at	hi to sk'uxb'at anh winh.	sí es que él lo come.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hab'i	tajnanh ix hab'i ma'ay.	juega eschuchaste sí o no.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hak'b'at	manhxo hak'b'at anh t'ay winh.	ya no lo des a él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	spatik	¿tas yuj makan spatik?	¿por qué está crredo atras?
CF110711_1.txt	Francisco	1;7.6	adult	3SG	swesnhej	tonhej swesnhej ke.	vos solo miento.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	swol	ha nok' swol winh chi tzak' b'ati.	la pelota de el hay que darlo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	skot	sanh skot nok'.	sanh biene la pelota.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hata	hata' ma'ay.	allí no.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yab'laj	max yab'laj ix jun'inhej.	ella no entiende.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yumkuti	ak'kuti yumkuti xa chi.	traelo, tiralo decile.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	skot	skot janik' syab'il winh.	él está chillando.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	syab'il	skot janik' syab'il winh.	él está chillando.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stzewaj	Chi stzewaj winh.	ya va ha reir él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yib'anh	latim yib'anh winh Axul latimi.	tiralo en sima de él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yib'anh	latim yib'anh winh.	tiralo en sima de él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sb'ab'el	ha tik ne'ik sb'ab'el ix.	ho es la primerza vez de ella.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yumu	yumu'.	tiralo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yama	ko yama'.	agarramos.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yama	yama'.	agarra.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hata	hata' ma'ay.	allí.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yo'ol	pechuch nok' yo'ol.	llevalos adentro.
CF110711_1.txt	Francisco	1;7.6	adult	1PL	kotanh	kotanh stz'ey winh jun'el xo xi.	dicen que vienes de nuevo al lado de él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stz'ey	kotanh stz'ey winh jun'el xo xi.	dicen que vienes de nuevo al lado de él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sloloni	sloloni.	habla.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	haha	ik'kut haha'.	trae el agua.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sk'ulej	¿tas jun sk'ulej winh chi'?	¿que es lo que el esta haciendo?
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yo'ol	yo'ol.	adentro.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	schum	weno b'atokin schum winh.	bueno si el no quiere me voy.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yak'an	yak'an winh kalekxi xi winh ichatik.	mira el está diciendo Adios.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	skal	ak'kut ju wol chi t'ay skal heb'.	tiralo esa pelota entre ellos.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stakji	to stakji.	es que se seca.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	hana	hana' wiko yo.	es mio y que?
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yamnok	yam nok', yamnok'.	agarralo, agarralo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	schekan	wan schekan ix kalani.	tenemos que decir, dice ella.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yab'laj	max yab'laj yab'.	ella no escucha.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stak	ha jun ixtik manh jab'ok stak' ix stajni yet' winh.	aquella no quire jugar con él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stajni	ha jun ixtik manh jab'ok stak' ix stajni yet' winh.	aquella no quire jugar con él.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stek'laj	max stek'laj winh sch'okojil yamb'at winh.	él no patea solo ve a dejarlo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	sch'okojil	max stek'laj winh sch'okojil yamb'at winh.	él no patea solo ve a dejarlo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yamb'at	max stek'laj winh sch'okojil yamb'at winh.	él no patea solo ve a dejarlo.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	haxo	tato tzaktej el winh haxo lumlum syamwinh.	si lo sueltas a él lugo va a tocar al suelo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	syamwinh	tato tzaktej el winh haxo lumlum syamwinh.	si lo sueltas a él lugo va a tocar al suelo.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yala	yo ix yala'.	alli esta.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	yajal	et'b'il k'e winh yoj yajal.	el dueño de el lo tiene.
CF110711_1.txt	Francisco	1;7.6	adult	3SG	stek'an	ak'im telan ol stek'an winh, ak'im telan.	dejalo en el suelo  el pateará, dejalo.
CF110711_1.txt	Francisco	1;7.6	adult	2SG	haha	yol haha'	entre el agua.
