file	child	age	role	person	token	chuj_full	spanish	function	notes
CM090811.txt	Mateo	2;1.26	child	1SG	hina	manh hina tek'a' junxonhej rato weno hayaj ko b'at chi b'i'an.	no me pateas solo un rato buno y nos vamos.	erg	Spanish contains verbal cue: "me pateas"
CM090811.txt	Mateo	2;1.26	child	2SG	hayaj	manh hina tek'a' junxonhej rato weno hayaj ko b'at chi b'i'an.	no me pateas solo un rato buno y nos vamos.	ambiguous	no possessive or verbal signal detected
CM090811.txt	Mateo	2;1.26	child	2SG	haxo	haxo junchi'.	el otro.	ambiguous	no possessive or verbal signal detected
CM090811.txt	Mateo	2;1.26	child	1PL	konhach	konhach an.	vamos pues.	erg	Spanish contains verbal cue: "vamos"
CM090811.txt	Mateo	2;1.26	child	2SG	hatik	hatik.	esto.	ambiguous	no possessive or verbal signal detected
CM090811.txt	Mateo	2;1.26	child	3SG	swala	hin wol swala'.	digo mi pelota.	ambiguous	no possessive or verbal signal detected
CM090811.txt	Mateo	2;1.26	child	3SG	yakis	kak' yakis.	juhuemos diaquis.	ambiguous	no possessive or verbal signal detected
CM090811.txt	Mateo	2;1.26	child	3SG	yakis	/kak' yakis.	juguemos diaquis.	ambiguous	no possessive or verbal signal detected
CM090811.txt	Mateo	2;1.26	child	1PL	konhach	konhach.	vamos.	erg	Spanish contains verbal cue: "vamos"
CM090811.txt	Mateo	2;1.26	child	3SG	yo'ol	/ak'im yo'ol.	ponga adentro.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	skarro	ha jun skarro ix.	un carro de ella.	poss	Spanish contains possessive: "de ella"
CM230811.txt	Mateo	2;1.26	child	3SG	schumama	schumama.	dejalo.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	sxanhab	sxanhab' winh.	zapato de el.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	sxanhab	in sxanhab' winh.	mira los zapatos de el.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	sb'at	sb'at nok'.	se va.	erg	Spanish contains verbal cue: "va"
CM230811.txt	Mateo	2;1.26	child	3SG	yiko	ha ix ay yiko'.	es de ella.	poss	Spanish contains possessive: "de ella"
CM230811.txt	Mateo	2;1.26	child	3SG	smankut	smankut ix mama t'ayon.	nos compra la mamá a nosotros.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	yak'ani	kampana yak'ani.	campana dice.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	sman	sman winhin papa.	mi padre me compra.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	yowal	yowal ix./	esta enojada ella.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	yak'ani	yak'ani.	lo hace.	erg	Spanish contains verbal cue: "hace"
CM230811.txt	Mateo	2;1.26	child	3SG	stok'ik	stok'ik' winh.	me lo quita.	erg	Spanish contains verbal cue: "lo quita"
CM230811.txt	Mateo	2;1.26	child	3SG	yib'anh	t'ay yib'anh ix el ix.	ella salió arriba.	erg	Spanish contains verbal cue: "ella salió"
CM230811.txt	Mateo	2;1.26	child	3SG	sb'at	sb'at ix nena.	se va la nena	erg	Spanish contains verbal cue: "va"
CM230811.txt	Mateo	2;1.26	child	3SG	sb'at	sb'at ix nena.	e va la nena.	erg	Spanish contains verbal cue: "va"
CM230811.txt	Mateo	2;1.26	child	3SG	stak'laj	max stak'laj ix.	no quiere ella.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	yeli	yeli.	salio.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	yak'ani	t'inh yak'ani.	se explotó.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	sjuk'an	wan sjuk'an ix.	esta lavando ella.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	yak'ani	ponh yak'ani.	dice ponh.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	yak'ani	ponh yak'ani.	dice ponh.	ambiguous	no possessive or verbal signal detected
CM230811.txt	Mateo	2;1.26	child	3SG	yak'ani	ponh yak'ani.	dice pom.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	3SG	skak	tas jun skak' chi?	que es lo que hacemos?	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	3SG	sch'ayxi	sch'ayxi k'e'en.	se moja el carro.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	3SG	sb'at	sb'at nok wol.	se fue mi pelota.	erg	Spanish contains verbal cue: "se fue"
CM260711.txt	Mateo	2;1.26	child	3SG	syil	¿tasum syil ix?	¿no se que es lo que ella nos vea?	erg	Spanish contains verbal cue: "ella nos"
CM260711.txt	Mateo	2;1.26	child	3SG	skak'a	ha tik skak'a'.	/hagamos esto.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	3SG	sb'at	yo sb'at t'ay chi'.	oh se va allá.	erg	Spanish contains verbal cue: "va"
CM260711.txt	Mateo	2;1.26	child	2SG	haxo	haxo nok' tik.	ahora el otro.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	3SG	schumama	schumama.	dejalo.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	3SG	schumama	schumama.	dejalo.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	3SG	schumama	schumama.	dejalo.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	2SG	hatik	hatik.	a qui.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	2SG	hatik	hatik.	aqui.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	1PL	konh	nunin konh /tajnok.	mamá juguemos.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	2SG	hachi	hachi'.	ese.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	2SG	hatik	hatik.	aqui.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	2SG	haxo	haxo k'entik.	ahora este.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	3SG	schiwaj	ha nok' otela schiwaj nok'.	la Otela /ladra	erg	Spanish contains verbal cue: "la otela"
CM260711.txt	Mateo	2;1.26	child	2SG	haxo	haxo junxo nok' chi'.	y el otro.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	3SG	sb'at	yo sb'at k'en karambola.	oh se va la canica.	erg	Spanish contains verbal cue: "va"
CM260711.txt	Mateo	2;1.26	child	3SG	yallaj	max yallaj.	no se pude.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	3SG	schumama	schumama konh.	dejalo vamos.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	1PL	konh	schumama konh.	dejalo vamos.	erg	Spanish contains verbal cue: "vamos"
CM260711.txt	Mateo	2;1.26	child	2SG	haxo	haxo junnxo k'e'en.	ahora el otro.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	3SG	yonh	yonh /sb'at k'en karambola.	oh se va la canica.	erg	Spanish contains verbal cue: "va"
CM260711.txt	Mateo	2;1.26	child	3SG	yib'anh	yo ha yib'anh jun karro.	oh arriba de un carro.	ambiguous	no possessive or verbal signal detected
CM260711.txt	Mateo	2;1.26	child	3SG	yib'anh	yib'anh k'en.	encima de.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1PL	kopapis	kak'och kopapis.	torteamos.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	skalnaji	ak'b'at skalnaji'.	mete dentro de.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	2SG	hanh	hanh paj'ich.	el tomate.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	2SG	hatek	nulej ni hatek.	hermana aquí tienes tu comida.	poss	Spanish contains possessive: "tu"
CY120711.txt	Yeseña	2;0.22	child	3SG	sb'ati	sb'ati.	se va.	erg	Spanish contains verbal cue: "va"
CY120711.txt	Yeseña	2;0.22	child	3SG	sb'ati	sb'ati.	se va.	erg	Spanish contains verbal cue: "va"
CY120711.txt	Yeseña	2;0.22	child	3SG	yune	yune'.	nena.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yune	yune'.	nena.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yune	i' yune'.	si nena.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yooo	yooo!.	¡ooooh!.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yadira	Yadira.	Yadira.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	2SG	hachin	hachin chamk'o'ol.	mi amor.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	snhach	snhach.	mordeo.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	swuk'a	swuk'a'.	quiero tomar agua.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	2SG	hab'lej	ni hab'lej.	tenga proba.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1SG	hinmam	winh hinmam.	mi papá.	poss	Spanish contains possessive: "mi"
CY120711.txt	Yeseña	2;0.22	child	3SG	swak'ek	swak'ek' xapon t'ay.	le paso el jabón.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yolonhte	Yolonhte'	Aldea Yolonhte'.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yolonhte	Yolonhte'.	Aldea Yolonhte'.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yolonhte	Yolonhte'.	Aldea Yolonhte'.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yolonhte	Yolonhte'.	Aldea Yolonhte'.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yulch'en	i' t'a Yulch'en.	si en la Aldea de Yulch'en.	erg	Spanish contains verbal cue: "la aldea"
CY120711.txt	Yeseña	2;0.22	child	3SG	yadira	Yadira.	Yadira.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	syuk	syuk' anhb'al.	va a tomar medicina.	erg	Spanish contains verbal cue: "va"
CY120711.txt	Yeseña	2;0.22	child	3SG	yajek	yajek' chi'.	ahí esta.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1SG	hinkape	i' hinkape.	si mi café.	poss	Spanish contains possessive: "mi"
CY120711.txt	Yeseña	2;0.22	child	3SG	yolonhte	Yolonhte'.	Aldea Yolonhte'.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yolonhte	Yolonhte'.	Aldea Yolonhte'.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yolonhte	Yolonhte'.	Aldea Yolonhte'.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1PL	komam	xit' winh komam.	fue nuestro papá.	poss	Spanish contains possessive: "nuestro"
CY120711.txt	Yeseña	2;0.22	child	3SG	yulch'en	Yulch'en.	Aldea Yulch'en.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1SG	hinmam	ix b'ay winh hinmam t'a Yulch'en.	se fue mi papá en la Aldea Yulch'en.	poss	Spanish contains possessive: "mi"
CY120711.txt	Yeseña	2;0.22	child	3SG	yulch'en	ix b'ay winh hinmam t'a Yulch'en.	se fue mi papá en la Aldea Yulch'en.	erg	Spanish contains verbal cue: "se fue"
CY120711.txt	Yeseña	2;0.22	child	2SG	hakal	b'at kik' hakal.	vamos a traer nuestra agua.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	swaso	swaso han.	vaso pues.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yadira	nun Yadira.	mamá Yadira.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	2SG	hanok	hanok' kalnel.	es la oveja.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	2SG	hanh	ni' hanh hinxumak'.	aquí está mi flor.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1SG	hinxumak	ni' hanh hinxumak'.	aquí está mi flor.	poss	Spanish contains possessive: "mi"
CY120711.txt	Yeseña	2;0.22	child	3SG	sway	sway nok'.	duerme el.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yichil	yichil.	su chile o picante.	poss	Spanish contains possessive: "su"
CY120711.txt	Yeseña	2;0.22	child	1PL	kopes	kopes.	jovencita.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1PL	kopes	kopes.	jovencita.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yadira	Yadira.	Yadira.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1PL	kopes	kopes.	jovencita.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1SG	hinxanhab	malaj hinxanhab'.	no tengo zapato.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1PL	konh	konh wayok.	vammos ha dormir.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	sb'at	sb'at.	se va.	erg	Spanish contains verbal cue: "va"
CY120711.txt	Yeseña	2;0.22	child	3SG	swayi	swayi.	se duerme.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	stz'ok'i	stz'ok'i.	llora.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yuk'ej	yuk'ej waj Lukax.	Lucas lo va ha tomar.	erg	Spanish contains verbal cue: "lo va"
CY120711.txt	Yeseña	2;0.22	child	1SG	hinyam	hinyam anh.	lo agarro.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	sb'i	sb'i ix.	el nombre de ella.	poss	Spanish contains possessive: "de ella"
CY120711.txt	Yeseña	2;0.22	child	3SG	yadira	Yadira.	Yadira.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	sb'i	ichachi' sb'i ix.	eso es el nombre de ella.	poss	Spanish contains possessive: "de ella"
CY120711.txt	Yeseña	2;0.22	child	3SG	yolonhte	Yolonhte'.	Yolonhte'.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	2SG	hakot	hakot.	traélo.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	2SG	hapat	yol hapat.	dentro de tu casa.	poss	Spanish contains possessive: "tu"
CY120711.txt	Yeseña	2;0.22	child	3SG	yadira	Yadira ol'ach k'e ika.	Yadira te subiras en el temascal.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	2SG	hanhb'al	ni' hanhb'al.	ten tu medicina.	poss	Spanish contains possessive: "tu"
CY120711.txt	Yeseña	2;0.22	child	3SG	stzuntzej	nunin stzuntzej.	mamá molesta.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	sk'o'ol	ya' sk'o'ol ix.	le duele el estomago.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1PL	konhach	konhach.	vamonos.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yolonhte	Yolonhte'.	Yolonhte'.	ambiguous	no possessive or verbal signal detected
